dataset,outlier_method,norm,metric,ari_mean,ari_min,ari_max,ari_std,acc_mean,acc_min,acc_max,acc_std,hungarian_acc_mean,hungarian_acc_std,hungarian_acc_min,hungarian_acc_max,silhouette_mean,silhouette_min,silhouette_max,silhouette_std
blood,zscore_robust_2.5,robust,hamming,-0.0104489882269328,-0.051531592196756,0.0722026759438846,0.0259118019362569,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.5834051724137931,0.0176991142564183,0.5603448275862069,0.6910919540229885,0.1288590938395676,0.0792901283856913,0.1463270447285845,0.007257519670923
cancer,zscore_2.5,minmax,euclidean,0.7949389724970305,0.7949389724970302,0.7949389724970302,3.3306690738754696e-16,0.947483588621444,0.9474835886214442,0.9474835886214442,1.1102230246251563e-16,0.947483588621444,1.1102230246251563e-16,0.9474835886214442,0.9474835886214442,0.360144827049205,0.360144827049205,0.360144827049205,0.0
ecoli,zscore_3.5,minmax,minkowski,0.4269824819829718,0.3949860087169553,0.503450773804805,0.0177964368045879,0.8398170731707316,0.801829268292683,0.8536585365853658,0.0108941762217373,0.5914939024390243,0.0219575490535764,0.5609756097560976,0.6524390243902439,0.2648305684690245,0.2329723883454542,0.2717498216283645,0.0050957343205558
glass,zscore_robust,standard,euclidean,0.3120225782698184,0.2399834057775109,0.4039207892248185,0.0447923119839853,0.731,0.7,0.76,0.0155884572681199,0.5963,0.0339014748941694,0.53,0.69,0.2564956521954427,0.242226119720181,0.2697586677987997,0.0045843954085655
iris,none,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_3.5,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_robust,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_robust_2.5,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
iris,zscore_robust_3.5,none,cosine,0.922241429922698,0.922241429922698,0.922241429922698,2.220446049250313e-16,0.9733333333333332,0.9733333333333334,0.9733333333333334,2.220446049250313e-16,0.9733333333333332,2.220446049250313e-16,0.9733333333333334,0.9733333333333334,0.7485238922885508,0.748523892288551,0.748523892288551,2.220446049250313e-16
seeds,none,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
seeds,zscore_3.5,minmax,chebyshev,0.8110809804859893,0.8110809804859893,0.8110809804859893,0.0,0.9333333333333336,0.9333333333333332,0.9333333333333332,2.220446049250313e-16,0.9333333333333336,2.220446049250313e-16,0.9333333333333332,0.9333333333333332,0.3833600414509389,0.3833600414509388,0.3833600414509388,1.1102230246251563e-16
